day,timestamp,route_id,route_path,hops,chains,dex_path,is_crosschain,mev_type,input_amount,output_amount,gross_profit,trading_fees,gas_cost,slippage_cost,total_price_impact,net_profit,roi_percent,success,retry_attempted,execution_time_ms,liquidity_score,competition_level,amm_formula_used
1,2025-08-08 12:47:56,route_1_0,DAI → AAVE → DAI,2,"optimism,optimism,optimism","QuickSwap,TraderJoe",False,none,93243.75332534293,93243.75332534293,0,358.66559143330926,2.327830271634647,-399.4909238336206,4.434174590591354,-2.327830271634647,0,False,False,2407.7311429970246,0.8588349664676617,0.3,constant_product
1,2025-08-08 12:47:56,route_1_1,WBTC → USDC → WBTC,2,"polygon,optimism,polygon","QuickSwap,Curve",True,backrun,108489.36983354017,108489.36983354017,0,425.052828972358,2.09464753230882,-352.8607510718161,3.7613803274483923,-2.09464753230882,0,False,False,1199.6464686583722,0.89658757175588,0.3,constant_product
1,2025-08-08 12:47:56,route_1_2,WBTC → AAVE → WBTC,2,"ethereum,ethereum,ethereum","TraderJoe,PancakeSwap",False,none,194203.20401239043,194203.20401239043,0,1174.7201865378315,30.028334639449128,948.0573042096315,12.118298212208455,-30.028334639449128,0,False,True,1916.6252982878327,0.9817095516786609,0.3,constant_product
1,2025-08-08 12:47:56,route_1_3,WETH → USDC → LINK → WETH,3,"bsc,arbitrum,ethereum,bsc","QuickSwap,UniswapV3,Compound",True,none,99799.62370089116,563896.1188017583,464096.4951008671,1484.014011588551,3.020027352341247,3221.322308619108,12.407921971684882,459388.1387533071,460.3104918813487,True,False,2978.444727988134,0.8058938512519939,0.3,constant_product
1,2025-08-08 12:47:56,route_1_4,AAVE → WBTC → DAI → USDC → AAVE,4,"arbitrum,arbitrum,arbitrum,arbitrum,arbitrum","TraderJoe,PancakeSwap,1inch,AaveV3",False,frontrun,80972.08186755521,408064.88211784064,327092.8002502854,5223.2949639411945,5.496272946749984,2431.1150262896626,37.28919901402749,319432.8939871078,394.4975683218807,True,False,2012.0743826549822,0.7567506761293987,0.3,constant_product
1,2025-08-08 12:47:56,route_1_5,WETH → DAI → WMATIC → WETH,3,"bsc,bsc,bsc,bsc","SushiSwap,TraderJoe,Curve",False,none,96592.83940054927,96592.83940054927,0,775.4321086967037,1.5411607031389636,-464.21391876186254,6.824782935916345,-1.5411607031389636,0,False,False,2432.597223670814,0.7591535581000158,0.3,constant_product
1,2025-08-08 12:47:56,route_1_6,LINK → WETH → USDC → DAI → LINK,4,"bsc,bsc,bsc,bsc,bsc","Curve,QuickSwap,Balancer,QuickSwap",False,none,199371.6419754473,199371.6419754473,0,1991.5197732972733,1.3417545388070924,2862.863389574622,24.02862719181869,-1.3417545388070924,0,False,True,1183.5238026149505,0.7371467722521171,0.3,constant_product
1,2025-08-08 12:47:56,route_1_7,USDC → LINK → WETH → USDC,3,"bsc,bsc,bsc,bsc","Curve,UniswapV3,Balancer",False,backrun,148162.25034280395,1015884.5349435918,867722.2846007878,4162.451133453564,2.2933712827498938,4660.266399282275,80.38653072972224,858897.2736967693,579.7004781646696,True,False,1136.5345018997202,0.9629311149446484,0.3,constant_product
1,2025-08-08 12:47:56,route_1_8,USDT → WETH → USDC → USDT,3,"optimism,optimism,optimism,optimism","SushiSwap,1inch,TraderJoe",False,none,192223.89655242808,192223.89655242808,0,5802.47889029836,3.5781730109809917,3949.7532438530075,24.894070181394294,-3.5781730109809917,0,False,True,1914.0037360539795,0.8490313401787296,0.3,constant_product
1,2025-08-08 12:47:56,route_1_9,USDC → DAI → USDC,2,"polygon,optimism,polygon","SushiSwap,1inch",True,none,132366.87058085314,1051377.6455361117,919010.7749552585,965.4908113632636,1.0006831845620632,6470.472372617456,17.603038040702625,911573.8110880932,688.6721783841525,True,False,1409.4201064506865,0.795930738904289,0.3,constant_product
1,2025-08-08 12:47:56,route_1_10,WBTC → DAI → AAVE → WBTC,3,"arbitrum,arbitrum,arbitrum,arbitrum","AaveV3,SushiSwap,Compound",False,none,102056.07370739218,106238.04174442981,4181.96803703763,546.1330080941639,2.4178622564118872,31.886710105405893,14.945222895333826,3601.530456581648,3.5289721872974433,True,False,2275.9635958986582,0.7375190383331242,0.3,constant_product
1,2025-08-08 12:47:56,route_1_11,LINK → USDC → WMATIC → WBTC → LINK,4,"polygon,polygon,polygon,polygon,polygon","PancakeSwap,SushiSwap,Compound,SushiSwap",False,none,137914.08093220543,589115.2122269936,451201.1312947882,1163.6618537746883,0.8403624889269118,2893.464652854732,29.308758984814624,447143.1644256699,324.2186449732225,True,False,2475.5413599009553,0.8587195482973395,0.3,constant_product
1,2025-08-08 12:47:56,route_1_12,WMATIC → USDT → WMATIC,2,"polygon,polygon,polygon","PancakeSwap,AaveV3",False,none,153683.33373129123,153683.33373129123,0,755.4739399308625,0.5607749939939545,55.22593326333116,6.167100805055352,-0.5607749939939545,0,False,True,2174.8351054987406,0.8591099495631662,0.3,constant_product
1,2025-08-08 12:47:56,route_1_13,WETH → WMATIC → USDT → DAI → WETH,4,"arbitrum,polygon,ethereum,arbitrum,arbitrum","AaveV3,PancakeSwap,SushiSwap,Curve",True,backrun,162320.56802478296,162320.56802478296,0,2931.341397264064,10.299174542211372,-82.35707935221609,38.440160698694285,-10.299174542211372,0,False,False,1560.654707454409,0.8488362676619758,0.3,constant_product
1,2025-08-08 12:47:56,route_1_14,WBTC → WETH → AAVE → WBTC,3,"polygon,ethereum,bsc,polygon","1inch,UniswapV3,Balancer",True,none,92361.07308724459,92361.07308724459,0,647.3364120903115,1.6000815032757438,-341.2365190704753,12.024752277087861,-1.6000815032757438,0,False,False,2482.662463335365,0.7534531781457029,0.3,constant_product
1,2025-08-08 12:47:56,route_1_15,LINK → AAVE → LINK,2,"arbitrum,arbitrum,arbitrum","Balancer,QuickSwap",False,frontrun,82782.55980466914,224158.3360098602,141375.77620519107,394.14026018291514,2.5303048476041337,1084.8078833186955,10.34302345688926,139894.29775684184,168.99006033025745,True,False,1279.5890197503816,0.7326776818227908,0.3,constant_product
1,2025-08-08 12:47:56,route_1_16,WBTC → USDT → WBTC,2,"polygon,optimism,polygon","SushiSwap,1inch",True,frontrun,139047.8290442893,139047.8290442893,0,107.45965655115421,1.8422495632063693,-357.89397776674076,9.281019092386083,-1.8422495632063693,0,False,False,1769.7547490164661,0.9548295716614263,0.3,constant_product
1,2025-08-08 12:47:56,route_1_17,DAI → WBTC → AAVE → DAI,3,"arbitrum,ethereum,bsc,arbitrum","SushiSwap,AaveV3,UniswapV3",True,none,128322.27195273673,850776.3975124649,722454.1255597281,2496.9073192055594,4.915965173586034,5089.77135472059,22.15845339037225,714862.5309206283,557.083754863633,True,False,2422.384859941896,0.7954886442405956,0.3,constant_product
1,2025-08-08 12:47:56,route_1_18,USDT → WBTC → WMATIC → USDT,3,"optimism,optimism,optimism,optimism","1inch,TraderJoe,SushiSwap",False,none,195529.72899257476,195529.72899257476,0,2044.9301222262352,3.0287228032371356,-588.3230459755559,6.1273180770376765,-3.0287228032371356,0,False,False,2158.166313346185,0.9995698251630585,0.3,constant_product
1,2025-08-08 12:47:56,route_1_19,USDT → USDC → USDT,2,"bsc,bsc,bsc","1inch,UniswapV3",False,none,169135.56231349776,140283.89985339215,-28851.66246010561,120.76019974299744,0.8925402014050876,-182.1398395856339,5.275164422865955,-28791.17536046438,-17.022543908949846,True,False,1936.352095281601,0.868702445353067,0.3,constant_product
1,2025-08-08 12:47:56,route_1_20,DAI → WMATIC → WETH → DAI,3,"arbitrum,arbitrum,arbitrum,arbitrum","Curve,QuickSwap,1inch",False,none,156356.0226643248,8787.358668238128,-147568.66399608666,743.49531838607,3.0852635315574917,-788.5331809409687,3.9949182717134084,-147526.71139706334,-94.35307248367606,True,False,1270.1916536767933,0.9656499831414889,0.3,constant_product
1,2025-08-08 12:47:56,route_1_21,WBTC → WMATIC → LINK → USDT → WBTC,4,"optimism,optimism,optimism,optimism,optimism","Balancer,Compound,UniswapV3,SushiSwap",False,none,140132.76633654264,172740.90686099956,32608.140524456918,903.9016151455329,3.27587691911834,210.64088047281524,15.488504547616811,31490.322151919452,22.471776569579983,True,False,2874.784712762935,0.8540236361689213,0.3,constant_product
1,2025-08-08 12:47:56,route_1_22,WMATIC → USDT → DAI → WMATIC,3,"arbitrum,bsc,polygon,arbitrum","Compound,Balancer,UniswapV3",True,none,60857.73051411845,60857.73051411845,0,682.5196060102451,5.335615390860201,-378.68181904398944,8.28983779490386,-5.335615390860201,0,False,False,2975.733984658999,0.7081864453207379,0.3,constant_product
1,2025-08-08 12:47:56,route_1_23,AAVE → USDC → WMATIC → AAVE,3,"bsc,polygon,arbitrum,bsc","SushiSwap,Compound,Balancer",True,none,149016.038112236,24602.32985670984,-124413.70825552617,522.5726188231753,2.3637842918689826,-871.7421206077601,5.69462809677017,-124066.90253803346,-83.2574158525062,True,False,1326.129752243894,0.799319879753653,0.3,constant_product
1,2025-08-08 12:47:56,route_1_24,WETH → AAVE → WETH,2,"arbitrum,polygon,arbitrum","TraderJoe,PancakeSwap",True,frontrun,110387.57540630053,681433.8262324878,571046.2508261873,486.61747565017356,6.763663358038222,2880.325313319176,6.266576155480423,567672.5443738599,514.254020241357,True,False,985.9572531845159,0.9956055995198404,0.3,constant_product
1,2025-08-08 12:47:56,route_1_25,AAVE → USDC → AAVE,2,"arbitrum,arbitrum,arbitrum","SushiSwap,PancakeSwap",False,backrun,198647.4375884117,198647.4375884117,0,255.23034120285888,2.755817013797512,-748.558034541646,14.334583695320337,-2.755817013797512,0,False,False,902.9269803122128,0.933316851867411,0.3,constant_product
