day,timestamp,route_id,route_path,hops,chains,dex_path,is_crosschain,mev_type,input_amount,output_amount,gross_profit,trading_fees,gas_cost,slippage_cost,total_price_impact,net_profit,roi_percent,success,retry_attempted,execution_time_ms,liquidity_score,competition_level,amm_formula_used
1,2025-08-08 12:45:48,route_1_0,DAI → LINK → WMATIC → DAI,3,"optimism,optimism,optimism,optimism","UniswapV3,Compound,QuickSwap",False,none,153459.34833507455,153459.34833507455,0,543.8246066575966,3.2319574072433026,-1036.3676557821384,5.627616947415446,-3.2319574072433026,0,False,False,2771.3374032163606,0.7452652978345294,0.3,constant_product
1,2025-08-08 12:45:48,route_1_1,LINK → WETH → LINK,2,"arbitrum,arbitrum,arbitrum","PancakeSwap,PancakeSwap",False,none,85203.92232735138,115499.29123925795,30295.368911906568,408.59302810687734,2.700854719350128,205.67520259259527,6.331712445908128,29678.399826487745,34.83219905354129,True,False,1383.7031108694755,0.8211001879836439,0.3,constant_product
1,2025-08-08 12:45:48,route_1_2,USDT → WETH → USDC → WBTC → USDT,4,"ethereum,optimism,bsc,ethereum,ethereum","Balancer,TraderJoe,QuickSwap,AaveV3",True,frontrun,196501.9098241569,196501.9098241569,0,755.2189672149826,98.57697387282624,-946.978331494732,3.58447047541854,-98.57697387282624,0,False,False,1344.043687436916,0.9698644505897972,0.3,constant_product
1,2025-08-08 12:45:48,route_1_3,LINK → DAI → USDT → LINK,3,"arbitrum,arbitrum,arbitrum,arbitrum","TraderJoe,Curve,SushiSwap",False,none,181142.20844543065,1029182.3127429184,848040.1042974878,3158.293600348192,2.720395259528218,5927.09535781362,21.988438829914326,838951.9949440664,463.1455043769116,True,False,1066.6155179492566,0.8010831294678457,0.3,constant_product
1,2025-08-08 12:45:48,route_1_4,USDT → WETH → WBTC → WMATIC → USDT,4,"optimism,arbitrum,polygon,optimism,optimism","SushiSwap,Balancer,Compound,1inch",True,none,190963.3859142247,1250028.0497818026,1059064.663867578,5322.1713381275185,5.569672369842562,7579.310424024814,88.04128152523441,1046157.6124330558,547.8315161959686,True,False,1305.6470015411558,0.7843392209550193,0.3,constant_product
1,2025-08-08 12:45:48,route_1_5,USDC → WBTC → AAVE → USDC,3,"ethereum,ethereum,ethereum,ethereum","PancakeSwap,QuickSwap,AaveV3",False,none,103424.15170014987,103424.15170014987,0,556.1156469483665,44.0955195277357,-270.00650644218246,6.403311807978363,-44.0955195277357,0,False,False,1178.1944499941824,0.8273285955175221,0.3,constant_product
1,2025-08-08 12:45:48,route_1_6,WETH → USDT → AAVE → WETH,3,"bsc,bsc,bsc,bsc","PancakeSwap,PancakeSwap,Balancer",False,none,95282.72996360355,48884.3380302299,-46398.39193337365,566.8488551159229,1.8164540687785367,-278.11808052206544,8.51258396425414,-46688.93916203629,-49.000421356389246,True,False,2955.596667104322,0.9005868114536543,0.3,constant_product
1,2025-08-08 12:45:48,route_1_7,LINK → WBTC → LINK,2,"ethereum,ethereum,ethereum","Balancer,PancakeSwap",False,none,84231.03755835493,339362.5473941425,255131.50983578755,511.24183670090287,26.97395695592807,1599.0550892797971,3.7326714415631805,252994.23895285092,300.35750037814444,True,False,2310.475059733467,0.8732428070883873,0.3,constant_product
1,2025-08-08 12:45:48,route_1_8,WMATIC → AAVE → WMATIC,2,"bsc,optimism,bsc","1inch,PancakeSwap",True,backrun,83786.19975556023,83786.19975556023,0,437.74700856551124,3.0002063309234375,-327.60910645258053,2.484637506101392,-3.0002063309234375,0,False,False,1477.2705431647535,0.7547438357860387,0.3,constant_product
1,2025-08-08 12:45:48,route_1_9,WETH → AAVE → WBTC → WETH,3,"bsc,bsc,bsc,bsc","TraderJoe,Balancer,QuickSwap",False,none,120323.90940131902,120323.90940131902,0,357.0037710034113,1.513833023126414,2262.0782605881377,16.954683554413176,-1.513833023126414,0,False,True,1037.1347029083252,0.8113968165121865,0.3,constant_product
1,2025-08-08 12:45:48,route_1_10,USDT → AAVE → USDT,2,"polygon,polygon,polygon","Balancer,UniswapV3",False,none,193889.38451214603,193889.38451214603,0,288.5510723868696,0.4966818057039659,-635.7954533500914,11.264056526494107,-0.4966818057039659,0,False,False,1949.3598259179598,0.872739762336855,0.3,constant_product
1,2025-08-08 12:45:48,route_1_11,USDT → WETH → USDT,2,"ethereum,polygon,ethereum","1inch,QuickSwap",True,none,114270.51845383443,125042.62038003826,10772.101926203832,444.6801064277088,61.52634417670975,75.92689569853275,15.038325978003428,10189.96857990088,8.917408197476282,True,False,2426.9690215200126,0.7951524575362986,0.3,constant_product
1,2025-08-08 12:45:48,route_1_12,WMATIC → AAVE → WBTC → DAI → WMATIC,4,"bsc,bsc,bsc,bsc,bsc","Balancer,Compound,QuickSwap,PancakeSwap",False,none,50090.757949291336,50090.757949291336,0,334.9389706610301,1.676355027233594,555.5702846213056,4.196547167026965,-1.676355027233594,0,False,True,2680.3843814486922,0.8371708021939759,0.3,constant_product
1,2025-08-08 12:45:48,route_1_13,WMATIC → AAVE → LINK → WBTC → WMATIC,4,"arbitrum,ethereum,polygon,arbitrum,arbitrum","QuickSwap,PancakeSwap,Curve,TraderJoe",True,backrun,124306.04158661625,124306.04158661625,0,1210.7011434153176,9.371300325167754,1856.1012120071728,19.191903906415526,-9.371300325167754,0,False,True,2536.85071154449,0.8676844350799957,0.3,constant_product
1,2025-08-08 12:45:48,route_1_14,DAI → WBTC → DAI,2,"bsc,polygon,bsc","PancakeSwap,1inch",True,none,146084.6172743423,45015.666490209995,-101068.95078413232,279.3759048309573,2.7744386722519465,-554.5984462303047,4.119110050952767,-100796.50268140523,-68.998710858182,True,False,2488.098073112195,0.9512672369431822,0.3,constant_product
1,2025-08-08 12:45:48,route_1_15,USDT → AAVE → USDC → USDT,3,"arbitrum,optimism,bsc,arbitrum","TraderJoe,Compound,TraderJoe",True,backrun,72633.93382554648,234217.9562398761,161584.02241432964,649.9364085404534,7.256091343077004,1187.486975926792,20.504167003434695,159739.34293851932,219.92384898521976,True,True,2597.578760296889,0.765096289729768,0.3,constant_product
1,2025-08-08 12:45:48,route_1_16,USDC → AAVE → USDC,2,"polygon,bsc,polygon","PancakeSwap,PancakeSwap",True,frontrun,186112.91307561158,1618595.806077273,1432482.8930016616,2129.1666677192707,1.9519688487056361,9903.166943983737,27.910340392316456,1420448.60742111,763.2187277859801,True,False,1109.315114882532,0.8086711895572879,0.3,constant_product
1,2025-08-08 12:45:48,route_1_17,WETH → DAI → WETH,2,"arbitrum,arbitrum,arbitrum","Balancer,Compound",False,none,53394.28544395533,83817.27424584335,30422.988801888023,52.90267100907596,1.9758335674485172,184.96067563968072,2.7844591689796023,30183.14962167182,56.52880148261035,True,False,953.4263909697092,0.8920364733257167,0.3,constant_product
1,2025-08-08 12:45:48,route_1_18,WETH → DAI → WETH,2,"arbitrum,arbitrum,arbitrum","PancakeSwap,Compound",False,none,108013.96174691047,163269.67488957848,55255.71314266801,217.8773356078071,1.6419036878381645,408.7432537991527,10.927496844477796,54627.45064957322,50.5744347916539,True,True,1869.288252501042,0.7602696978251025,0.3,constant_product
1,2025-08-08 12:45:48,route_1_19,WMATIC → WETH → DAI → WMATIC,3,"ethereum,bsc,optimism,ethereum","SushiSwap,UniswapV3,Balancer",True,none,54623.09202087821,82353.29004522726,27730.198024349047,535.8442537019649,67.69735733579003,160.2352678726487,3.5850680426362045,26966.421145438642,49.36817039784465,True,False,1670.2506091749103,0.9221632758195561,0.3,constant_product
1,2025-08-08 12:45:48,route_1_20,USDC → WBTC → DAI → USDC,3,"arbitrum,arbitrum,arbitrum,arbitrum","AaveV3,TraderJoe,QuickSwap",False,none,139742.8303437744,139742.8303437744,0,1827.224565007822,2.42854300099532,1141.363446066941,22.163065188355908,-2.42854300099532,0,False,True,1498.131542851356,0.9608125679421028,0.3,constant_product
1,2025-08-08 12:45:48,route_1_21,DAI → WETH → LINK → DAI,3,"optimism,optimism,optimism,optimism","TraderJoe,Balancer,TraderJoe",False,none,63460.47013258714,63460.47013258714,0,1243.5796311761233,3.427417078200843,373.5855046117602,8.282855580985085,-3.427417078200843,0,False,True,1354.229183210656,0.7407955861160925,0.3,constant_product
1,2025-08-08 12:45:48,route_1_22,USDT → WMATIC → WETH → DAI → USDT,4,"polygon,polygon,polygon,polygon,polygon","QuickSwap,Balancer,Compound,AaveV3",False,none,152612.92769253248,152612.92769253248,0,2507.4619554916953,1.0184329014304159,5363.143283575476,24.650496955583755,-1.0184329014304159,0,False,True,1786.0093996191574,0.8499448376185874,0.3,constant_product
1,2025-08-08 12:45:48,route_1_23,WETH → DAI → USDT → WETH,3,"ethereum,polygon,arbitrum,ethereum","Curve,SushiSwap,Compound",True,none,101813.66373303268,101813.66373303268,0,463.96756921661824,90.47484128679632,-493.74331982099585,8.89724517780739,-90.47484128679632,0,False,False,2359.8390140441766,0.7334349030626577,0.3,constant_product
